children1,children2,children3,children4 (gene_ID)
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN3946.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN4044.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN4085.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN4182.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN4277.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN4717.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN4735.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5057.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5494.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5516.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5676.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5822.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5832.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5836.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5860.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5892.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5982.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN5992.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6015.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6070.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6138.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6243.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6305.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6364.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN6391.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN7572.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN7723.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN7994.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN8002.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN8013.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN8259.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN8783.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN8876.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN9092.2
09140 Cellular Processes,09143 Cell growth and death,04113 Meiosis - yeast [PATH:ani04113],AN9467.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN0226.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN0482.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN0596.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN0814.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN0905.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN0911.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1019.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1159.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1339.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1488.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1746.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1761.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN1966.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2000.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2109.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2174.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2212.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2298.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2302.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2413.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2416.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2450.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2761.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2772.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2861.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN2965.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN3136.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN3939.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN3999.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN4016.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN4399.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN4442.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN4735.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN4872.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5235.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5344.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5351.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5495.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5517.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5593.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN5906.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN6138.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN6217.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN6359.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN6894.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN6906.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN7338.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN7577.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN8002.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN8013.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN8258.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN8702.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ani04120],AN8844.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN0062.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN0450.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN0947.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN2327.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN2508.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN3365.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN4841.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN8080.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN8692.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ani04122],AN9143.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN0571.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN1229.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN1973.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN2048.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN2169.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN3416.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN4551.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN5127.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN8488.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN8769.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04130 SNARE interactions in vesicular transport [PATH:ani04130],AN9526.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN0120.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN0127.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN0576.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN1335.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN1632.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN1760.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN2076.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN2280.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN2887.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN3470.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN3734.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN4639.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN4709.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN5131.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN5174.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN5491.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN5982.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN6391.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN7428.2
09140 Cellular Processes,09141 Transport and catabolism,04136 Autophagy - other [PATH:ani04136],AN7718.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0089.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0120.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0127.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0140.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0156.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0182.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0238.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0244.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0306.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0576.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0673.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0763.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN0861.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN1102.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN1335.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN1632.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN1760.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN1867.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN1973.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2076.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2093.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2246.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2266.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2418.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2461.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2887.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN2903.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN3098.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN3156.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN3470.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN3728.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN3734.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4238.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4477.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4551.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4639.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4709.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4717.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4876.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN4919.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5131.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5174.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5491.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5666.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5728.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5778.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5814.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5832.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5919.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN5982.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6267.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6305.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6360.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6391.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6531.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6720.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6880.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN6911.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN7428.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN7437.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN7572.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN7591.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN7718.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN7777.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN8065.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN8488.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN8698.2
09140 Cellular Processes,09141 Transport and catabolism,04138 Autophagy - yeast [PATH:ani04138],AN9500.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN0040.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN0821.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN0914.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN0931.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN1017.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN1272.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN1485.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN1546.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN1632.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN1800.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN2007.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN2055.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN2766.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN2887.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN2939.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN4189.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN4668.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN4887.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN5131.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN5186.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN5588.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN5660.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN5666.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN5982.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN6225.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN6901.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN7697.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN7771.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN8874.2
09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ani04139],AN9528.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0075.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0235.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0248.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0261.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0295.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0329.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0411.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0417.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0551.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0787.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0810.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0819.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0834.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN0847.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN1019.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN1455.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN1461.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN1488.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN1510.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN1683.2
09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ani04141],AN2045.2
