children1,children2,children3,children4 (gene_ID)
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN1513.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN1993.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN2229.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN2409.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN2514.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN2882.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN3150.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN3365.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN3378.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN3456.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN3593.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN3866.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4081.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4156.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4217.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4290.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4323.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4443.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN4793.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN5031.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN5820.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN5842.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN5957.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN6048.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN6338.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN6499.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN6576.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN6638.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN6717.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN7051.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN7668.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN7876.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN7878.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8057.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8231.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8277.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8511.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8709.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8859.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8866.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN8899.2
09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ani00270],AN9527.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN0385.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN0554.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN0593.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN1103.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN1409.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN1482.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN1689.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN1726.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN2248.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN2335.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN2896.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN3591.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN3639.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4007.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4009.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4054.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4126.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4179.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4323.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4687.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4688.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4690.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN4923.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5273.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5435.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5646.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5669.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5698.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5916.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN5957.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN6595.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN6761.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN6844.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN7238.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN7876.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN7878.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN8511.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN8559.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN8985.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN9034.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN9128.2
09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ani00280]",AN9394.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN0385.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN0840.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN0912.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN2525.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN2526.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN2793.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN3830.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN3866.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN4058.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN4217.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN4323.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN4430.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN4956.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN5886.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN5957.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN6346.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN7876.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN7878.2
09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ani00290]",AN8511.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN1990.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN2728.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN2882.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN3894.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN4156.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN4793.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN5206.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN5601.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN5610.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN6338.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN6521.2
09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ani00300],AN8859.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN0079.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN0091.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN0554.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN1170.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN1409.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN1689.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN2762.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN2786.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN3466.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN3829.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN4054.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN4126.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN4179.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN4764.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN4975.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN5435.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN5601.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN5795.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN5916.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN6147.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN7238.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN7315.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN8123.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN8657.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN8825.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN8985.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN9034.2
09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ani00310],AN9128.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ani00311],AN0174.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ani00311],AN2621.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ani00311],AN2622.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ani00311],AN2623.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ani00311],AN6775.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN0174.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN0554.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN0687.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN1503.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN1689.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN1733.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN1810.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN1993.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN2121.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN2566.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN2662.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN2851.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN2879.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN2901.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN3291.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN3355.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN3846.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN3957.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN3965.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN4054.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN4126.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN4195.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN4355.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN5435.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN5799.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN5817.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN6022.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN6025.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN6048.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN6658.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN6869.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN7037.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN7387.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN7488.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN7669.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN8231.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN8303.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN8629.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN8709.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN8777.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN8985.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN9034.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN9277.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN9278.2
09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ani00330],AN9279.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00332 Carbapenem biosynthesis [PATH:ani00332],AN5799.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00332 Carbapenem biosynthesis [PATH:ani00332],AN5817.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN0554.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN0717.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN0797.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN0865.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN1689.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN2293.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN2566.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN2723.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN3291.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN3748.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN4054.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN4126.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN5435.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN6227.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN6536.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN7044.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN7430.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN7620.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN8985.2
09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ani00340],AN9034.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN0024.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN0079.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN0231.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN0717.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1140.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1318.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1586.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1895.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1896.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1897.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1899.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN1993.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2061.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2207.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2286.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2357.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2532.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2566.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN2799.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN3291.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN3537.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN3741.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN3829.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN4012.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN4156.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN5311.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN5544.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN5690.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN6048.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN6092.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN6338.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN6390.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN6402.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN7315.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN7632.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN7641.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN8108.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN8454.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN8709.2
09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ani00350],AN8979.2
